N/A,Reference #,Service,Status,Source,Category,N/A,District   ,Lat,Long,Date Time,Department,Q,Year,N/A,N/A,N/A,Agent   ,Customer,N/A
236,170216-000023,,Open,Public API,,,,,,57:18.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
15,170111-000005,General Request,Open,End-User pages,Utility,High,district name,37.3382,121.8863,20:36.0,Code Enforcement,Tier1,2017,1,1,2,Nishi Jahagirdar,Mahesh Kumar G Kumar G,1
503,170227-000048,,Open,Public API,,,,,,40:19.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1077,170321-000046,Graffiti,Open,CX Console,SideWalk,,,37.36251702,-122.0498657,25:02.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
487,170227-000030,,Open,Public API,,,,12.12345679,12.12345679,23:28.0,,Tier2,2017,1,2,9,,Swati Nadimpalli,1
1046,170320-000155,,Open,CX Console,,,,,,44:33.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Susan Duffy,1
1059,170320-000170,Streetlight Outage,Open,CX Console,,,,,,46:13.0,,Tier1,2017,1,3,12,agent tier1,Siva Malyala,1
471,170227-000002,,Open,Public API,,,,37.3382,121.8863,29:46.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
1030,170320-000140,Streetlight Outage,Open,CX Console,,,,37.4416831,-122.1655525,44:01.0,,Tier1,2017,1,3,12,Kia O'Hara,Myles Schreck,1
455,170224-000059,Abandoned Vehicle,Open,End-User pages,,,,17.497635,78.389202,27:28.0,,Tier1,2017,1,2,8,,Anonymous User,1
439,170224-000043,,Open,Public API,,,,,,23:05.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
995,170320-000059,General Request,Open,Public API,,,,37.2376349,-121.8071543,51:55.0,,Tier1,2017,1,3,12,,Mahesh Kumar G Kumar G,1
979,170320-000023,General Request,Open,Public API,,,,37.22841567,-121.8714143,27:53.0,,Tier1,2017,1,3,12,,Mahesh Kumar G Kumar G,1
963,170319-000059,Graffiti,Open,Public API,,,,37.31250312,-121.9213229,50:24.0,,,2017,1,3,12,,Anonymous User,1
947,170318-000037,Abandoned Vehicle,Open,CX Console,,,9,37.2675792,-121.9395259,20:00.0,,Tier1,2017,1,3,11,agent tier1,sivatest02 malyala,1
915,170317-000034,General Request,Open,Public API,,,,37.28647511,-121.896147,51:51.0,,Tier1,2017,1,3,11,,Mahesh Kumar G Kumar G,1
899,170317-000006,General Request,Open,Public API,,,,37.39712577,-121.7564461,59:36.0,,Tier1,2017,1,3,11,,Anonymous User,1
883,170316-000045,Graffiti,Open,Public API,,,,37.2376349,-121.8071543,31:54.0,,Tier2,2017,1,3,11,,Anonymous User,1
417,170224-000021,,Open,Public API,,,,,,47:38.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
207,170215-000050,,Open,Public API,,,,13.42244268,74.71479993,31:43.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
401,170224-000005,,Open,Public API,,,,13.37937181,74.74046054,41:01.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
191,170215-000034,,Open,Public API,,,,13.33372743,74.76379249,04:04.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
385,170223-000072,,Open,Public API,,,,12.12345679,12.12345679,24:06.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
175,170215-000018,,Open,Public API,,,,12.2365,12.54,43:01.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
369,170223-000056,,Open,Public API,,,,,,03:21.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
159,170215-000002,,Open,Public API,,,,12.2365,12.54,26:51.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
353,170223-000040,,Open,Public API,,,,22.45698701,12.12345679,02:39.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
143,170214-000032,,Open,Public API,,,,37.3382,121.8863,52:20.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
337,170223-000024,,Open,Public API,,,,22.45698701,12.12345679,00:10.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
127,170214-000015,,Open,Public API,,,,37.3382,121.8863,10:40.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
321,170223-000007,Abandoned Vehicle,Open,End-User pages,,,,17.4978177,78.3890295,34:09.0,,Tier1,2017,1,2,8,,Pradeep Chandolu,1
111,170213-000005,,Open,Public API,,,district name,37.3382,121.8863,34:07.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
305,170222-000022,Pothole,Open,End-User pages,,,6,37.3196628,-121.9481566,13:28.0,,Tier1,2017,1,2,8,,Anonymous User,1
289,170222-000006,Abandoned Vehicle,Open,End-User pages,,,3,37.329008,-121.8887936,03:57.0,,Tier1,2017,1,2,8,,Anonymous User,1
273,170221-000006,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,47:48.0,,Tier1,2017,1,2,8,,Anonymous User,1
52,170206-000000,Illegal Dumping,Open,CX Console,Shopping Carts,Medium,,,,51:14.0,,Tier1,2017,1,2,6,Krishna Reddy,Raj Purwar,1
257,170219-000003,,Open,Public API,,,,37.3382,121.8863,08:16.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
241,170216-000028,,Open,Public API,,,,,,59:01.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
225,170216-000012,Abandoned Vehicle,Open,End-User pages,,,,37.3382,121.8863,52:27.0,,Tier1,2017,1,2,7,,Shubhangi Ghule,1
831,170315-000060,Abandoned Vehicle,Open,CX Console,,,3,37.339056,-121.8838877,37:28.0,,Tier1,2017,1,3,11,Colin Warren,Nina Amorin,1
815,170315-000023,Abandoned Vehicle,Open,Public API,,,,37.1900605,-121.7878136,45:33.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
799,170314-000113,,Open,Public API,,,,37.349365,-121.80284,01:58.0,,Tier1,2017,1,3,11,,Pramod Bojja,1
783,170314-000044,Abandoned Vehicle,Open,Public API,,,,12.12345679,12.12345679,25:56.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
767,170314-000006,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,53:26.0,,Tier2,2017,1,3,11,,Nishi test8,1
735,170312-000010,Pothole,Open,End-User pages,,,6,37.3196628,-121.9481566,13:01.0,,Tier1,2017,1,3,11,,Pradeep Chandolu,1
718,170309-000016,Abandoned Vehicle,Open,Public API,,,,12.12345679,12.12345679,02:56.0,,Tier2,2017,1,3,10,,Mahesh Kumar G Kumar G,1
684,170307-000003,Abandoned Vehicle,Open,Public API,,,,,,07:04.0,,Tier2,2017,1,3,10,,Mahesh Kumar G Kumar G,1
667,170303-000031,General Request,Open,Public API,,,,,,35:16.0,,Tier1,2017,1,3,9,,Anonymous User,1
651,170303-000000,General Request,Open,Public API,,,,13.37396426,74.75838147,14:10.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
635,170302-000098,Graffiti,Open,Public API,Painted Wall,High,,37.3382,121.8863,39:34.0,,Tier2,2017,1,3,9,,Nishi test8,1
615,170302-000065,,Open,Public API,,High,,22.45698701,12.12345679,34:50.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
599,170302-000049,Graffiti,Open,Public API,Tree,High,,,,41:54.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
583,170302-000033,,Open,Public API,,High,,22.45698701,12.12345679,08:45.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
567,170302-000015,Graffiti,Open,Public API,,High,,13.3794021,13.3794021,30:35.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
551,170301-000044,General Request,Open,Public API,,High,,37.3382,121.8863,28:50.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1126,170322-000041,,Open,End-User pages,,,,,,58:19.0,,Tier1,2017,1,3,12,,Swati Nadimpalli,1
535,170301-000004,,Open,Public API,,High,,37.3382,121.8863,09:37.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1109,170321-000125,Graffiti,Open,Web Console,Wood Fence,,,,,56:55.0,,Tier1,2017,1,3,12,Sharon Lee,Amber Struck,1
519,170228-000011,,Open,Public API,,,,13.3794024,74.7404278,48:30.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
1093,170321-000086,Illegal Dumping,Open,CX Console,,,10,37.2501933,-121.8585561,29:56.0,,Tier1,2017,1,3,12,Desiree Jafferies,Anonymous User,1
390,170223-000077,,Open,Public API,,,,,,34:41.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
180,170215-000023,,Open,Public API,,,,12.23611111,12.51111111,46:14.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
374,170223-000061,,Open,Public API,,,,13.3794024,74.7404278,06:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
164,170215-000007,,Open,Public API,,,,12.2365,12.54,36:45.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
358,170223-000045,,Open,Public API,,,,37.3382,121.8863,22:13.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
148,170214-000037,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,00:38.0,,Tier1,2017,1,2,7,,Anonymous User,1
342,170223-000029,,Open,Public API,,,,12.12345679,12.12345679,28:36.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
132,170214-000021,,Open,Public API,,,district name,37.3382,121.8863,09:12.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
326,170223-000012,,Open,Public API,,,,22.45698701,12.45698701,43:22.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
116,170214-000004,,Open,Public API,,,,37.3382,121.8863,39:54.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
310,170222-000027,Abandoned Vehicle,Open,End-User pages,,,,40.1290287,-74.0475572,38:59.0,,Tier1,2017,1,2,8,,Susan Duffy,1
96,170208-000023,Illegal Dumping,Open,End-User pages,,,,37.3377501,-121.885961,48:39.0,,Tier1,2017,1,2,6,,Colin Warren,1
294,170222-000011,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,28:17.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
278,170221-000011,Abandoned Vehicle,Open,End-User pages,,,6,37.3157584,-121.9273763,18:55.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
58,170207-000000,Streetlight Outage,Open,Public API,Street Light,,,,,55:57.0,,Tier2,2017,1,2,6,,Swati Nadimpalli,1
262,170220-000004,,Open,Public API,,,district name,37.3382,121.8863,35:30.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
246,170216-000033,,Open,Public API,,,,37.3382,121.8863,31:47.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
25,170124-000000,,Open,End-User pages,City,,,37.222729,-122.09197,15:22.0,Economic Development,Tier1,2017,1,1,4,agent tier1,test test,1
230,170216-000017,,Open,Public API,,,,12.12345679,12.54,03:03.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
9,170109-000001,,Open,End-User pages,,,,17.4401,78.3489,00:04.0,Development Services ,Tier1,2017,1,1,2,agent tier1,Swati Nadimpalli,1
836,170315-000067,,Open,End-User pages,,,,37.3382,121.8863,54:22.0,,Tier1,2017,1,3,11,,Susan Duffy,1
820,170315-000029,Abandoned Vehicle,Open,Public API,,,,37.22164347,-121.7737507,09:49.0,,Tier2,2017,1,3,11,,Kavi Kavi,1
804,170315-000001,Graffiti,Open,Web Console,City,,,37.3382,121.8863,40:41.0,,Tier1,2017,1,3,11,Vishnu test,Test SV,1
788,170314-000053,Pothole,Open,Public API,,,,37.2376349,-121.8071543,41:50.0,,Tier2,2017,1,3,11,,Anonymous User,1
772,170314-000015,,Open,Public API,,,,37.3382,121.8863,26:08.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
756,170313-000031,Pothole,Open,End-User pages,,,3,37.3382082,-121.8863286,57:09.0,,Tier1,2017,1,3,11,,SV Vishnu,1
740,170312-000025,Abandoned Vehicle,Open,Public API,,,,,,27:02.0,,Tier2,2017,1,3,11,,Anonymous User,1
723,170310-000032,General Request,Open,CX Console,,,10,37.2478527,-121.8556578,44:25.0,,Tier1,2017,1,3,10,Chris Mills,Praj Test 4,1
707,170309-000004,Graffiti,Open,CX Console,SideWalk,,,37.3382,121.8863,48:44.0,,Tier1,2017,1,3,10,Hemanth Kumar,Nishi J,1
691,170307-000037,Illegal Dumping,Open,CX Console,,,,37.3382,121.8863,17:59.0,,Tier1,2017,1,3,10,Prajakta Deep,Praj Test 1,1
672,170305-000002,Illegal Dumping,Open,End-User pages,Shopping Carts,,6,37.3196628,-121.9481566,57:30.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
656,170303-000005,General Request,Open,Public API,,,,,,21:58.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
640,170302-000111,General Request,Open,Public API,,High,,37.3382,121.8863,13:27.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
620,170302-000070,,Open,Public API,,High,,12.12345679,12.12345679,59:30.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
604,170302-000054,Illegal Dumping,Open,Public API,,High,,,,56:24.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
588,170302-000038,Graffiti,Open,Public API,,High,,,,23:31.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
572,170302-000020,Pothole,Open,Public API,,High,,,,37:30.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
556,170302-000004,General Request,Open,Public API,,High,,37.3382,121.8863,43:22.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1131,170322-000046,Streetlight Outage,Open,CX Console,,,,37.35924242,-122.0553589,28:48.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
540,170301-000016,General Request,Open,Public API,,High,,37.3382,121.8863,27:03.0,,Tier1,2017,1,3,9,,Nishi test8,1
1114,170321-000137,General Request,Open,Public API,,,,37.3382082,-121.8863286,43:23.0,,Tier1,2017,1,3,12,,Anonymous User,1
524,170228-000022,General Request,Open,Public API,,,,37.3382,121.8863,47:59.0,,Tier1,2017,1,2,9,,Nishi test8,1
1098,170321-000103,Graffiti,Open,End-User pages,,,,37.415738,-121.897412,51:25.0,,Tier1,2017,1,3,12,,Anonymous User,1
508,170227-000052,,Open,CX Console,,,3,37.3639472,-121.9289375,00:04.0,,Tier1,2017,1,2,9,Nishi Jahagirdar,Nishi67,1
1082,170321-000070,General Request,Open,CX Console,,,,,,17:00.0,,Tier1,2017,1,3,12,agent tier1,Stacey Huntley,1
492,170227-000035,,Open,Public API,,,,13.3794021,13.3794021,07:20.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1066,170321-000021,Pothole,Open,CX Console,,,,,,02:12.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj march 21 Test 12,1
476,170227-000007,,Open,CX Console,,,,37.35306806,-121.9605589,33:55.0,,Tier1,2017,1,2,9,pradeep chandolu,Pradeep Chandolu,1
1035,170320-000130,General Request,Open,CX Console,,,3,37.3497973,-121.8870287,50:25.0,,Tier1,2017,1,3,12,Terry Choy,Myles Schreck,1
460,170225-000004,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,04:34.0,,Tier1,2017,1,2,8,,Anonymous User,1
1017,170320-000105,Graffiti,Open,CX Console,,,1,37.2986504,-122.0103806,25:09.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
444,170224-000048,,Open,Public API,,,,13.37553156,74.74878117,02:20.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
1000,170320-000068,,Open,Utilities,,,,,,59:41.0,,,2017,1,3,12,,Sivarao Malyala,1
428,170224-000032,,Open,Public API,,,,,,09:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
984,170320-000033,Graffiti,Open,CX Console,Park Picnic Table,,,37.54022178,-121.9798279,36:44.0,,Tier1,2017,1,3,12,Hemanth Kumar,ICS Integration,1
968,170320-000003,General Request,Open,Public API,,,,37.21783142,-121.9954062,31:55.0,,Tier1,2017,1,3,12,,Anonymous User,1
952,170318-000070,,Open,Web Console,,,,,,48:56.0,,Tier1,2017,1,3,11,agent tier1,sivatest02 malyala,1
936,170318-000011,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,05:26.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
920,170317-000062,Illegal Dumping,Open,CX Console,,,,37.42252593,-122.1569824,39:10.0,,Tier1,2017,1,3,11,Hemanth Kumar,Pramod Bojja,1
904,170317-000013,Illegal Dumping,Open,Public API,,,,37.24009493,-121.8388543,05:57.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
888,170316-000050,Graffiti,Open,End-User pages,,,3,37.3351874,-121.8810715,41:06.0,,Tier1,2017,1,3,11,,Anonymous User,1
872,170316-000032,Graffiti,Open,End-User pages,Painted Wall,,3,37.3351874,-121.8810715,46:33.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
422,170224-000026,,Open,Public API,,,,,,05:52.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
212,170215-000055,,Open,Public API,,,,13.3793091,74.7403364,19:13.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
406,170224-000010,,Open,Public API,,,,,,48:10.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
196,170215-000039,,Open,Public API,,,,13.36159635,74.78830721,06:26.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
745,170313-000001,,Open,Public API,,,,12.12345679,12.12345679,13:51.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
729,170311-000016,,Open,CX Console,,,,37.3382,121.8863,18:39.0,,Tier1,2017,1,3,10,Nishi Jahagirdar,Nishi demo J,1
712,170309-000009,Abandoned Vehicle,Open,CX Console,,,,37.3382,121.8863,38:15.0,,Tier1,2017,1,3,10,Hemanth Kumar,Nishi J,1
696,170308-000006,Illegal Dumping,Open,End-User pages,,,6,37.3639472,-121.9289375,04:45.0,,Tier1,2017,1,3,10,Swati Nadimpalli,Pradeep Chandolu,1
677,170305-000007,General Request,Open,End-User pages,City,,6,37.3196628,-121.9481566,07:18.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
661,170303-000021,Graffiti,Open,Public API,SideWalk,,,7.96155948,-1.190277189,12:56.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
645,170302-000123,,Open,Public API,RV/Car,,,,,22:12.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
625,170302-000076,Streetlight Outage,Open,Public API,,High,,,121.8863,23:41.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
609,170302-000059,General Request,Open,Public API,,High,,,,08:05.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
593,170302-000043,Abandoned Vehicle,Open,Public API,Painted Wall,High,,12.12345679,12.12345679,34:31.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
577,170302-000026,Pothole,Open,End-User pages,,High,,37.36883,-122.0363496,48:46.0,,Tier1,2017,1,3,9,,Shubhangi Ghule,1
561,170302-000009,Abandoned Vehicle,Open,End-User pages,,High,,37.36883,-122.0363496,07:03.0,,Tier1,2017,1,3,9,,Shubhangi Ghule,1
1136,170322-000055,Graffiti,Open,End-User pages,Painted Wall,,,,,42:14.0,,Tier1,2017,1,3,12,,Prajakta Portal,1
545,170301-000031,Abandoned Vehicle,Open,CX Console,,High,,37.3382,121.8863,25:39.0,,Tier1,2017,1,3,9,pradeep chandolu,Pradeep Chandolu,1
1120,170322-000020,Abandoned Vehicle,Open,Web Console,,,,,,45:35.0,,Tier1,2017,1,3,12,Test Agenttier1,Pradeep Chandolu,1
529,170228-000033,,Open,CX Console,,High,,37.3382,121.8863,12:32.0,,Tier1,2017,1,2,9,Swati Nadimpalli,Swati Nadimpalli,1
1103,170321-000117,Graffiti,Open,Web Console,Public Property,,3,37.3385435,-121.8851526,38:33.0,,Tier1,2017,1,3,12,Desiree Jafferies,James Marshal,1
513,170228-000004,,Open,Public API,,,,,,45:35.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1087,170321-000077,Graffiti,Open,CX Console,,,3,37.3377501,-121.885961,03:09.0,,Tier1,2017,1,3,12,Chris Mills,John Smith,1
497,170227-000040,,Open,Public API,,,,13.4585458,74.75072879,14:14.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1071,170321-000019,Abandoned Vehicle,Open,CX Console,,,,,,55:26.0,,Tier1,2017,1,3,12,Prajakta Deep,Rishi Gupta Test,1
481,170227-000011,,Open,CX Console,Trash,,,37.3382,121.8863,22:48.0,,Tier1,2017,1,2,9,Krishna Reddy,Colin Warren,1
1040,170320-000143,General Request,Open,CX Console,,,,37.2797982,-121.9572329,50:25.0,,Tier1,2017,1,3,12,Terry Choy,Myles Schreck,1
1053,170320-000162,General Request,Open,CX Console,,,,,,08:08.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Stanford Yanni,1
465,170226-000002,Abandoned Vehicle,Open,End-User pages,,,,17.4978608,78.3890173,23:44.0,,Tier1,2017,1,2,9,,Anonymous User,1
1024,170320-000131,Illegal Dumping,Open,CX Console,,,,37.298133,-121.046888,26:56.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
449,170224-000053,,Open,Public API,,,,13.3794024,74.7404278,45:30.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
1006,170320-000075,Graffiti,Open,End-User pages,,,3,37.3351874,-121.8810715,32:35.0,,Tier1,2017,1,3,12,,Swati Nadimpalli,1
433,170224-000037,,Open,Public API,,,,13.48970781,74.80256785,50:31.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
989,170320-000051,General Request,Open,Public API,,,,37.2376349,-121.8071543,31:44.0,,Tier1,2017,1,3,12,,Mahesh Kumar G Kumar G,1
973,170320-000008,General Request,Open,Public API,,,,37.24955302,-121.9064453,42:23.0,,Tier1,2017,1,3,12,,Mahesh Kumar G Kumar G,1
957,170319-000033,Graffiti,Open,CX Console,,,,,,33:44.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi demo J,1
941,170318-000023,Graffiti,Open,CX Console,Park Restroom Building,,,37.36579147,-122.041626,09:20.0,,Tier1,2017,1,3,11,Hemanth Kumar,Test Contact,1
909,170317-000028,Graffiti,Open,Public API,Wood Fence,,,37.06096414,-121.8770537,22:57.0,,Tier2,2017,1,3,11,,Anonymous User,1
893,170316-000055,,Open,CX Console,,,,,,56:52.0,,Tier1,2017,1,3,11,Vishnu test,Test Name,1
877,170316-000038,Graffiti,Open,End-User pages,,,3,37.3382082,-121.8863286,50:56.0,,Tier1,2017,1,3,11,,Anonymous User,1
861,170316-000018,Streetlight Outage,Open,Public API,,,,37.2376349,-121.8071543,19:30.0,,Tier2,2017,1,3,11,,Fatima Mashooda,1
845,170315-000082,Streetlight Outage,Open,End-User pages,,,6,37.3157584,-121.9273763,51:55.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
427,170224-000031,,Open,Public API,,,,,,06:23.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
217,170216-000004,,Open,Public API,,,,13.3794214,74.7404571,27:14.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
411,170224-000015,,Open,Public API,,,,13.3794021,13.3794021,13:53.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
201,170215-000044,,Open,Public API,,,,13.379408,74.7405192,22:49.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
395,170223-000082,,Open,Public API,,,,,,38:10.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
185,170215-000028,,Open,Public API,,,,12.12345679,12.54,57:10.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
379,170223-000066,,Open,Public API,,,,13.3794024,74.7404278,09:54.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
169,170215-000012,,Open,Public API,,,,12.2365,12.54,41:12.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
363,170223-000050,,Open,Public API,,,,,,48:05.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
153,170214-000042,,Open,Public API,,,,37.3382,121.8863,57:36.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
347,170223-000034,,Open,Public API,,,,22.45698701,12.12345679,55:56.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
137,170214-000026,General Request,Open,Public API,,,,37.3382,121.8863,37:28.0,,Tier1,2017,1,2,7,,Swati Nadimpalli,1
331,170223-000017,,Open,Public API,,,,37.3382,121.8863,57:32.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
121,170214-000009,,Open,Public API,,,,37.3382,121.8863,57:08.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
315,170223-000001,,Open,Public API,,,,,,46:12.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
104,170210-000000,,Open,Public API,,,district name,37.3382,121.8863,17:15.0,,Tier2,2017,1,2,6,,Swati Nadimpalli,1
299,170222-000016,Graffiti,Open,End-User pages,,,3,37.3639472,-121.9289375,33:43.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
81,170208-000001,General Request,Open,End-User pages,,,,16.3066525,80.4365402,12:20.0,,Tier1,2017,1,2,6,,test test,1
283,170222-000000,Streetlight Outage,Open,CX Console,Traffic Light,,,37.3382,121.8863,25:14.0,,Tier1,2017,1,2,8,Pramod Bojja,Pramod Bojja,1
267,170220-000009,,Open,CX Console,,,,37.3382,121.8863,21:47.0,,Tier1,2017,1,2,8,Pramod Bojja,Pramod Bojja,1
251,170217-000005,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,51:15.0,,Tier1,2017,1,2,7,,Anonymous User,1
30,170124-000008,,Open,End-User pages,,,,17.4400802,78.3489168,37:15.0,,Tier1,2017,1,1,4,,test test,1
235,170216-000022,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,26:31.0,,Tier1,2017,1,2,7,,Anonymous User,1
14,170111-000004,General Request,Open,End-User pages,City,High,district name,37.3382,121.8863,10:29.0,ESD,Tier1,2017,1,1,2,agent tier1,Mahesh Kumar G Kumar G,1
841,170315-000078,Illegal Dumping,Open,End-User pages,,,,39.7867164,-104.9595082,36:24.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
825,170315-000049,Abandoned Vehicle,Open,Web Console,City,,,37.3382,121.8863,25:17.0,,Tier1,2017,1,3,11,,Colin Warren,1
793,170314-000064,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,26:33.0,,Tier2,2017,1,3,11,,Nishi test8,1
777,170314-000028,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,59:09.0,,Tier2,2017,1,3,11,,Nishi test8,1
761,170313-000060,Graffiti,Open,Public API,Painted Wall,,,13.3794021,13.3794021,35:52.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
882,170316-000044,Graffiti,Open,Public API,,,,37.2376349,-121.8071543,30:41.0,,Tier2,2017,1,3,11,,Anonymous User,1
222,170216-000009,,Open,Public API,,,,,,31:01.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
416,170224-000020,,Open,Public API,,,,,,23:17.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
206,170215-000049,,Open,Public API,,,,,,31:22.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
400,170224-000004,,Open,Public API,,,,13.3794024,74.7404278,40:22.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
